site,date,iupac_name,pubchem_cid,value,loq,lod,censored
ALN 136x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",69785,2.0034057898427328e-13,6.678019299475776e-13,2.0034057898427328e-13,left
HOV 122z,2016-11-01,2-[2-(4-hydroxyphenyl)propan-2-yl]phenol,70044,3.504314687458934e-12,1.1681048958196447e-11,3.504314687458934e-12,left
ALN 138x,2016-11-01,2-[2-(4-hydroxyphenyl)propan-2-yl]phenol,70044,3.504314687458934e-12,1.1681048958196447e-11,3.504314687458934e-12,left
ALN 125x,2016-11-01,2-[2-(4-hydroxyphenyl)propan-2-yl]phenol,70044,3.504314687458934e-12,1.1681048958196447e-11,3.504314687458934e-12,left
ALN 136x,2016-11-01,2-[2-(4-hydroxyphenyl)propan-2-yl]phenol,70044,3.504314687458934e-12,1.1681048958196447e-11,3.504314687458934e-12,left
HOV 122z,2016-11-01,"4-[1,1,1,3,3,3-hexafluoro-2-(4-hydroxyphenyl)propan-2-yl]phenol",73864,1.7844927579335573e-12,5.948309193111858e-12,1.7844927579335573e-12,left
ALN 138x,2016-11-01,"4-[1,1,1,3,3,3-hexafluoro-2-(4-hydroxyphenyl)propan-2-yl]phenol",73864,1.7844927579335573e-12,5.948309193111858e-12,1.7844927579335573e-12,left
ALN 125x,2016-11-01,"4-[1,1,1,3,3,3-hexafluoro-2-(4-hydroxyphenyl)propan-2-yl]phenol",73864,1.7844927579335573e-12,5.948309193111858e-12,1.7844927579335573e-12,left
ALN 136x,2016-11-01,"4-[1,1,1,3,3,3-hexafluoro-2-(4-hydroxyphenyl)propan-2-yl]phenol",73864,1.7844927579335573e-12,5.948309193111858e-12,1.7844927579335573e-12,left
HOV 122z,2016-11-01,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",74322,8.7527352297593e-12,2.917578409919767e-11,8.7527352297593e-12,left
ALN 138x,2016-11-01,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",74322,8.7527352297593e-12,2.917578409919767e-11,8.7527352297593e-12,left
ALN 125x,2016-11-01,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",74322,8.7527352297593e-12,2.917578409919767e-11,8.7527352297593e-12,left
ALN 136x,2016-11-01,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",74322,8.7527352297593e-12,2.917578409919767e-11,8.7527352297593e-12,left
HOV 122z,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid",74483,4.998700337912143e-13,1.3329867567765717e-012,3.9989602703297146e-13,interval
ALN 138x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid",74483,7.997920540659429e-13,1.3329867567765717e-012,3.9989602703297146e-13,interval
ALN 125x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid",74483,3.679043448703337e-12,1.3329867567765717e-012,3.9989602703297146e-13,none
ALN 136x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid",74483,6.598284446044029e-13,1.3329867567765717e-012,3.9989602703297146e-13,interval
HOV 122z,2016-11-01,2-[(2-hydroxyphenyl)methyl]phenol,75575,1.498276981471308e-11,4.99425660490436e-11,1.498276981471308e-11,left
ALN 138x,2016-11-01,2-[(2-hydroxyphenyl)methyl]phenol,75575,1.498276981471308e-11,4.99425660490436e-11,1.498276981471308e-11,left
ALN 125x,2016-11-01,2-[(2-hydroxyphenyl)methyl]phenol,75575,1.498276981471308e-11,4.99425660490436e-11,1.498276981471308e-11,left
ALN 136x,2016-11-01,2-[(2-hydroxyphenyl)methyl]phenol,75575,3.648313639314788e-11,NA,NA,none
HOV 122z,2016-11-01,"2,2,3,3,4,4,5,5,5-nonafluoropentanoic acid",75921,1.7572429464116644e-11,6.311935870731553e-12,1.893580761219466e-12,none
ALN 138x,2016-11-01,"2,2,3,3,4,4,5,5,5-nonafluoropentanoic acid",75921,7.347093353531527e-11,6.311935870731553e-12,1.893580761219466e-12,none
ALN 125x,2016-11-01,"2,2,3,3,4,4,5,5,5-nonafluoropentanoic acid",75921,6.305623934860822e-11,6.311935870731553e-12,1.893580761219466e-12,none
ALN 136x,2016-11-01,"2,2,3,3,4,4,5,5,5-nonafluoropentanoic acid",75921,5.1429653474720696e-11,6.311935870731553e-12,1.893580761219466e-12,none
HOV 122z,2016-11-01,4-[9-(4-hydroxyphenyl)fluoren-9-yl]phenol,76716,1.7123287671232879e-12,5.707762557077626e-12,1.7123287671232879e-12,left
ALN 138x,2016-11-01,4-[9-(4-hydroxyphenyl)fluoren-9-yl]phenol,76716,1.7123287671232879e-12,5.707762557077626e-12,1.7123287671232879e-12,left
ALN 125x,2016-11-01,4-[9-(4-hydroxyphenyl)fluoren-9-yl]phenol,76716,1.7123287671232879e-12,5.707762557077626e-12,1.7123287671232879e-12,left
ALN 136x,2016-11-01,4-[9-(4-hydroxyphenyl)fluoren-9-yl]phenol,76716,1.7123287671232879e-12,5.707762557077626e-12,1.7123287671232879e-12,left
HOV 122z,2016-11-01,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-henicosafluoroundecanoic acid",77222,7.091067028311085e-13,2.3636890094370284e-12,7.091067028311085e-13,left
ALN 138x,2016-11-01,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-henicosafluoroundecanoic acid",77222,7.091067028311085e-13,2.3636890094370284e-12,7.091067028311085e-13,left
ALN 125x,2016-11-01,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-henicosafluoroundecanoic acid",77222,7.091067028311085e-13,2.3636890094370284e-12,7.091067028311085e-13,left
ALN 136x,2016-11-01,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-henicosafluoroundecanoic acid",77222,7.091067028311085e-13,2.3636890094370284e-12,7.091067028311085e-13,left
HOV 122z,2016-11-01,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",77797,5.690440060698027e-13,1.896813353566009e-12,5.690440060698027e-13,left
ALN 138x,2016-11-01,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",77797,5.690440060698027e-13,1.896813353566009e-12,5.690440060698027e-13,left
ALN 125x,2016-11-01,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",77797,5.690440060698027e-13,1.896813353566009e-12,5.690440060698027e-13,left
ALN 136x,2016-11-01,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",77797,5.690440060698027e-13,1.896813353566009e-12,5.690440060698027e-13,left
HOV 122z,2016-11-01,2-(4-hydroxyphenyl)sulfonylphenol,79381,7.991369321133176e-13,2.663789773711059e-12,7.991369321133176e-13,left
ALN 138x,2016-11-01,2-(4-hydroxyphenyl)sulfonylphenol,79381,7.991369321133176e-13,2.663789773711059e-12,7.991369321133176e-13,left
ALN 125x,2016-11-01,2-(4-hydroxyphenyl)sulfonylphenol,79381,7.991369321133176e-13,2.663789773711059e-12,7.991369321133176e-13,left
ALN 136x,2016-11-01,2-(4-hydroxyphenyl)sulfonylphenol,79381,4.5524332121308985e-11,NA,NA,none
HOV 122z,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-nonadecafluorononane-1-sulfonic acid",86998,3.6354382520812884e-13,1.211812750693763e-12,3.6354382520812884e-13,left
ALN 138x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-nonadecafluorononane-1-sulfonic acid",86998,3.6354382520812884e-13,1.211812750693763e-12,3.6354382520812884e-13,left
ALN 125x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-nonadecafluorononane-1-sulfonic acid",86998,3.6354382520812884e-13,1.211812750693763e-12,3.6354382520812884e-13,left
ALN 136x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-nonadecafluorononane-1-sulfonic acid",86998,3.6354382520812884e-13,1.211812750693763e-12,3.6354382520812884e-13,left
HOV 122z,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",90507,8.972955512086572e-12,2.9909851706955237e-11,8.972955512086572e-12,left
ALN 138x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",90507,8.972955512086572e-12,2.9909851706955237e-11,8.972955512086572e-12,left
ALN 125x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",90507,8.972955512086572e-12,2.9909851706955237e-11,8.972955512086572e-12,left
ALN 136x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",90507,8.972955512086572e-12,2.9909851706955237e-11,8.972955512086572e-12,left
HOV 122z,2016-11-01,"1,2,3-trichloro-5-(2,3-dichlorophenyl)benzene",91728,9.191176470588236e-15,3.063725490196079e-14,9.191176470588236e-15,left
ALN 138x,2016-11-01,"1,2,3-trichloro-5-(2,3-dichlorophenyl)benzene",91728,9.191176470588236e-15,3.063725490196079e-14,9.191176470588236e-15,left
ALN 125x,2016-11-01,"1,2,3-trichloro-5-(2,3-dichlorophenyl)benzene",91728,9.191176470588236e-15,3.063725490196079e-14,9.191176470588236e-15,left
ALN 136x,2016-11-01,"1,2,3-trichloro-5-(2,3-dichlorophenyl)benzene",91728,9.191176470588236e-15,3.063725490196079e-14,9.191176470588236e-15,left
HOV 122z,2016-11-01,"2,4-dibromo-1-(2,4-dibromophenoxy)benzene",95170,9.36618703555034e-13,3.122062345183447e-12,9.36618703555034e-13,left
ALN 138x,2016-11-01,"2,4-dibromo-1-(2,4-dibromophenoxy)benzene",95170,9.36618703555034e-13,3.122062345183447e-12,9.36618703555034e-13,left
ALN 125x,2016-11-01,"2,4-dibromo-1-(2,4-dibromophenoxy)benzene",95170,9.36618703555034e-13,3.122062345183447e-12,9.36618703555034e-13,left
ALN 136x,2016-11-01,"2,4-dibromo-1-(2,4-dibromophenoxy)benzene",95170,9.36618703555034e-13,3.122062345183447e-12,9.36618703555034e-13,left
HOV 122z,2016-11-01,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctane-1-sulfonic acid",119688,7.006562813835625e-13,2.335520937945209e-12,7.006562813835625e-13,left
ALN 138x,2016-11-01,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctane-1-sulfonic acid",119688,4.9045939696849385e-12,2.335520937945209e-12,7.006562813835625e-13,none
ALN 125x,2016-11-01,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctane-1-sulfonic acid",119688,1.401312562767125e-12,2.335520937945209e-12,7.006562813835625e-13,interval
ALN 136x,2016-11-01,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctane-1-sulfonic acid",119688,7.2401149076301465e-012,2.335520937945209e-12,7.006562813835625e-13,none
HOV 122z,2016-11-01,"1,3,5-tribromo-2-(2,4-dibromophenoxy)benzene",154083,8.145918186647777e-14,2.715306062215926e-13,8.145918186647777e-14,left
ALN 138x,2016-11-01,"1,3,5-tribromo-2-(2,4-dibromophenoxy)benzene",154083,8.145918186647777e-14,2.715306062215926e-13,8.145918186647777e-14,left
ALN 125x,2016-11-01,"1,3,5-tribromo-2-(2,4-dibromophenoxy)benzene",154083,8.145918186647777e-14,2.715306062215926e-13,8.145918186647777e-14,left
ALN 136x,2016-11-01,"1,3,5-tribromo-2-(2,4-dibromophenoxy)benzene",154083,8.145918186647777e-14,2.715306062215926e-13,8.145918186647777e-14,left
HOV 122z,2016-11-01,"1,2,4-tribromo-5-(2,4,5-tribromophenoxy)benzene",155166,5.282784338098198e-14,1.7609281126993994e-13,5.282784338098198e-14,left
ALN 138x,2016-11-01,"1,2,4-tribromo-5-(2,4,5-tribromophenoxy)benzene",155166,5.282784338098198e-14,1.7609281126993994e-13,5.282784338098198e-14,left
ALN 125x,2016-11-01,"1,2,4-tribromo-5-(2,4,5-tribromophenoxy)benzene",155166,5.282784338098198e-14,1.7609281126993994e-13,5.282784338098198e-14,left
ALN 136x,2016-11-01,"1,2,4-tribromo-5-(2,4,5-tribromophenoxy)benzene",155166,5.282784338098198e-14,1.7609281126993994e-13,5.282784338098198e-14,left
HOV 122z,2016-11-01,"1,2,3-tribromo-4-(2,4-dibromophenoxy)benzene",177368,2.479192491588454e-14,8.263974971961513e-14,2.479192491588454e-14,left
ALN 138x,2016-11-01,"1,2,3-tribromo-4-(2,4-dibromophenoxy)benzene",177368,2.479192491588454e-14,8.263974971961513e-14,2.479192491588454e-14,left
ALN 125x,2016-11-01,"1,2,3-tribromo-4-(2,4-dibromophenoxy)benzene",177368,2.479192491588454e-14,8.263974971961513e-14,2.479192491588454e-14,left
ALN 136x,2016-11-01,"1,2,3-tribromo-4-(2,4-dibromophenoxy)benzene",177368,2.479192491588454e-14,8.263974971961513e-14,2.479192491588454e-14,left
HOV 122z,2016-11-01,4-[2-(4-hydroxy-3-propan-2-ylphenyl)propan-2-yl]-2-propan-2-ylphenol,228537,2.5608194622279134e-12,8.536064874093044e-12,2.5608194622279134e-12,left
ALN 138x,2016-11-01,4-[2-(4-hydroxy-3-propan-2-ylphenyl)propan-2-yl]-2-propan-2-ylphenol,228537,2.5608194622279134e-12,8.536064874093044e-12,2.5608194622279134e-12,left
ALN 125x,2016-11-01,4-[2-(4-hydroxy-3-propan-2-ylphenyl)propan-2-yl]-2-propan-2-ylphenol,228537,2.5608194622279134e-12,8.536064874093044e-12,2.5608194622279134e-12,left
ALN 136x,2016-11-01,4-[2-(4-hydroxy-3-propan-2-ylphenyl)propan-2-yl]-2-propan-2-ylphenol,228537,2.5608194622279134e-12,8.536064874093044e-12,2.5608194622279134e-12,left
HOV 122z,2016-11-01,4-[1-(4-hydroxyphenyl)cyclohexyl]phenol,232446,6.33619083115915e-12,2.1120636103863834e-11,6.33619083115915e-12,left
ALN 138x,2016-11-01,4-[1-(4-hydroxyphenyl)cyclohexyl]phenol,232446,6.33619083115915e-12,2.1120636103863834e-11,6.33619083115915e-12,left
ALN 125x,2016-11-01,4-[1-(4-hydroxyphenyl)cyclohexyl]phenol,232446,6.33619083115915e-12,2.1120636103863834e-11,6.33619083115915e-12,left
ALN 136x,2016-11-01,4-[1-(4-hydroxyphenyl)cyclohexyl]phenol,232446,3.136639843458814e-11,NA,NA,none
HOV 122z,2016-11-01,4-[(4-hydroxyphenyl)-diphenylmethyl]phenol,232881,6.526674233825199e-12,2.175558077941733e-11,6.526674233825199e-12,left
ALN 138x,2016-11-01,4-[(4-hydroxyphenyl)-diphenylmethyl]phenol,232881,6.526674233825199e-12,2.175558077941733e-11,6.526674233825199e-12,left
ALN 125x,2016-11-01,4-[(4-hydroxyphenyl)-diphenylmethyl]phenol,232881,6.526674233825199e-12,2.175558077941733e-11,6.526674233825199e-12,left
ALN 136x,2016-11-01,4-[(4-hydroxyphenyl)-diphenylmethyl]phenol,232881,6.526674233825199e-12,2.175558077941733e-11,6.526674233825199e-12,left
HOV 122z,2016-11-01,"1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene",246598,1.2264150943396227e-13,4.0880503144654093e-13,1.2264150943396227e-13,left
ALN 138x,2016-11-01,"1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene",246598,1.2264150943396227e-13,4.0880503144654093e-13,1.2264150943396227e-13,left
ALN 125x,2016-11-01,"1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene",246598,1.2264150943396227e-13,4.0880503144654093e-13,1.2264150943396227e-13,left
ALN 136x,2016-11-01,"1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene",246598,1.2264150943396227e-13,4.0880503144654093e-13,1.2264150943396227e-13,left
HOV 122z,2016-11-01,4-[1-(4-hydroxyphenyl)ethyl]phenol,608116,2.1002520302436293e-10,7.000840100812097e-10,2.1002520302436293e-10,left
ALN 138x,2016-11-01,4-[1-(4-hydroxyphenyl)ethyl]phenol,608116,2.1002520302436293e-10,7.000840100812097e-10,2.1002520302436293e-10,left
ALN 125x,2016-11-01,4-[1-(4-hydroxyphenyl)ethyl]phenol,608116,2.1002520302436293e-10,7.000840100812097e-10,2.1002520302436293e-10,left
ALN 136x,2016-11-01,4-[1-(4-hydroxyphenyl)ethyl]phenol,608116,2.1002520302436293e-10,7.000840100812097e-10,2.1002520302436293e-10,left
HOV 122z,2016-11-01,4-[1-(4-hydroxyphenyl)-1-phenylethyl]phenol,623849,1.0330578512396695e-12,3.4435261707988985e-12,1.0330578512396695e-12,left
ALN 138x,2016-11-01,4-[1-(4-hydroxyphenyl)-1-phenylethyl]phenol,623849,1.0330578512396695e-12,3.4435261707988985e-12,1.0330578512396695e-12,left
ALN 125x,2016-11-01,4-[1-(4-hydroxyphenyl)-1-phenylethyl]phenol,623849,1.0330578512396695e-12,3.4435261707988985e-12,1.0330578512396695e-12,left
ALN 136x,2016-11-01,4-[1-(4-hydroxyphenyl)-1-phenylethyl]phenol,623849,1.0330578512396695e-12,3.4435261707988985e-12,1.0330578512396695e-12,left
HOV 122z,2016-11-01,4-[2-[4-[2-(4-hydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]phenol,630355,1.1544011544011545e-12,3.848003848003849e-12,1.1544011544011545e-12,left
ALN 138x,2016-11-01,4-[2-[4-[2-(4-hydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]phenol,630355,1.1544011544011545e-12,3.848003848003849e-12,1.1544011544011545e-12,left
ALN 125x,2016-11-01,4-[2-[4-[2-(4-hydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]phenol,630355,1.1544011544011545e-12,3.848003848003849e-12,1.1544011544011545e-12,left
ALN 136x,2016-11-01,4-[2-[4-[2-(4-hydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]phenol,630355,1.1544011544011545e-12,3.848003848003849e-12,1.1544011544011545e-12,left
HOV 122z,2016-11-01,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecane-1-sulfonic acid",3016044,5.679881858457344e-13,1.893293952819115e-12,5.679881858457344e-13,left
ALN 138x,2016-11-01,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecane-1-sulfonic acid",3016044,1.3253057669733803e-12,1.893293952819115e-12,5.679881858457344e-13,interval
ALN 125x,2016-11-01,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecane-1-sulfonic acid",3016044,1.7039645575372034e-12,1.893293952819115e-12,5.679881858457344e-13,interval
ALN 136x,2016-11-01,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecane-1-sulfonic acid",3016044,5.679881858457344e-13,1.893293952819115e-12,5.679881858457344e-13,left
HOV 122z,2016-11-01,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-pentacosafluorotridecanoic acid",3018355,6.023189278723084e-13,2.0077297595743614e-12,6.023189278723084e-13,left
ALN 138x,2016-11-01,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-pentacosafluorotridecanoic acid",3018355,6.023189278723084e-13,2.0077297595743614e-12,6.023189278723084e-13,left
ALN 125x,2016-11-01,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-pentacosafluorotridecanoic acid",3018355,6.023189278723084e-13,2.0077297595743614e-12,6.023189278723084e-13,left
ALN 136x,2016-11-01,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-pentacosafluorotridecanoic acid",3018355,6.023189278723084e-13,2.0077297595743614e-12,6.023189278723084e-13,left
HOV 122z,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-pentacosafluorododecane-1-sulfonic acid",3018866,2.856489945155393e-13,9.521633150517978e-13,2.856489945155393e-13,left
ALN 138x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-pentacosafluorododecane-1-sulfonic acid",3018866,2.856489945155393e-13,9.521633150517978e-13,2.856489945155393e-13,left
ALN 125x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-pentacosafluorododecane-1-sulfonic acid",3018866,2.856489945155393e-13,9.521633150517978e-13,2.856489945155393e-13,left
ALN 136x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-pentacosafluorododecane-1-sulfonic acid",3018866,2.856489945155393e-13,9.521633150517978e-13,2.856489945155393e-13,left
HOV 122z,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-methyloctane-1-sulfonamide",3034468,5.846015940136797e-13,1.9486719800455993e-12,5.846015940136797e-13,left
ALN 138x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-methyloctane-1-sulfonamide",3034468,5.846015940136797e-13,1.9486719800455993e-12,5.846015940136797e-13,left
ALN 125x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-methyloctane-1-sulfonamide",3034468,5.846015940136797e-13,1.9486719800455993e-12,5.846015940136797e-13,left
ALN 136x,2016-11-01,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-methyloctane-1-sulfonamide",3034468,5.846015940136797e-13,1.9486719800455993e-12,5.846015940136797e-13,left
HOV 122z,2016-11-01,"1,2,4,5-tetrabromo-3-(2,3,5,6-tetrabromophenoxy)benzene",3290414,6.862989767906165e-14,2.2876632559687215e-13,6.862989767906165e-14,left
ALN 138x,2016-11-01,"1,2,4,5-tetrabromo-3-(2,3,5,6-tetrabromophenoxy)benzene",3290414,6.862989767906165e-14,2.2876632559687215e-13,6.862989767906165e-14,left
ALN 125x,2016-11-01,"1,2,4,5-tetrabromo-3-(2,3,5,6-tetrabromophenoxy)benzene",3290414,6.862989767906165e-14,2.2876632559687215e-13,6.862989767906165e-14,left
ALN 136x,2016-11-01,"1,2,4,5-tetrabromo-3-(2,3,5,6-tetrabromophenoxy)benzene",3290414,6.862989767906165e-14,2.2876632559687215e-13,6.862989767906165e-14,left
HOV 122z,2016-11-01,4-[2-[3-[2-(4-hydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]phenol,3292100,8.658008658008657e-13,2.8860028860028864e-12,8.658008658008657e-13,left
ALN 138x,2016-11-01,4-[2-[3-[2-(4-hydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]phenol,3292100,8.658008658008657e-13,2.8860028860028864e-12,8.658008658008657e-13,left
ALN 125x,2016-11-01,4-[2-[3-[2-(4-hydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]phenol,3292100,8.658008658008657e-13,2.8860028860028864e-12,8.658008658008657e-13,left
ALN 136x,2016-11-01,4-[2-[3-[2-(4-hydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]phenol,3292100,8.658008658008657e-13,2.8860028860028864e-12,8.658008658008657e-13,left
HOV 122z,2016-11-01,"4-[1-(4-hydroxyphenyl)-3,3,5-trimethylcyclohexyl]phenol",4134035,5.798969072164949e-12,1.9329896907216496e-11,5.798969072164949e-12,left
ALN 138x,2016-11-01,"4-[1-(4-hydroxyphenyl)-3,3,5-trimethylcyclohexyl]phenol",4134035,5.798969072164949e-12,1.9329896907216496e-11,5.798969072164949e-12,left
ALN 125x,2016-11-01,"4-[1-(4-hydroxyphenyl)-3,3,5-trimethylcyclohexyl]phenol",4134035,5.798969072164949e-12,1.9329896907216496e-11,5.798969072164949e-12,left
ALN 136x,2016-11-01,"4-[1-(4-hydroxyphenyl)-3,3,5-trimethylcyclohexyl]phenol",4134035,5.798969072164949e-12,1.9329896907216496e-11,5.798969072164949e-12,left
HOV 122z,2016-11-01,lead,5352425,2.6289103321294295e-8,NA,NA,none
ALN 138x,2016-11-01,lead,5352425,5.806485550776087e-9,NA,NA,none
ALN 125x,2016-11-01,lead,5352425,3.5984948163318697e-8,NA,NA,none
ALN 136x,2016-11-01,lead,5352425,3.596414009367111e-9,NA,NA,none
HOV 122z,2016-11-01,antimony,5354495,1.4100413234996157e-8,NA,NA,none
ALN 138x,2016-11-01,antimony,5354495,9.594715259855042e-9,NA,NA,none
ALN 125x,2016-11-01,antimony,5354495,1.3863083680603399e-8,NA,NA,none
ALN 136x,2016-11-01,antimony,5354495,1.1495528626712993e-8,NA,NA,none
HOV 122z,2016-11-01,arsenic,5359596,3.971363877449211e-8,NA,NA,none
ALN 138x,2016-11-01,arsenic,5359596,1.2012558729733313e-8,4.004186243244438e-8,1.2012558729733313e-8,left
ALN 125x,2016-11-01,arsenic,5359596,8.482318572313989e-8,NA,NA,none
ALN 136x,2016-11-01,arsenic,5359596,2.0114465792849193e-8,NA,NA,none
HOV 122z,2016-11-01,tribromomethoxybenzene,6454564,1.3049908650639445e-13,4.3499695502131486e-13,1.3049908650639445e-13,left
ALN 138x,2016-11-01,tribromomethoxybenzene,6454564,1.3049908650639445e-13,4.3499695502131486e-13,1.3049908650639445e-13,left
ALN 125x,2016-11-01,tribromomethoxybenzene,6454564,1.3049908650639445e-13,4.3499695502131486e-13,1.3049908650639445e-13,left
ALN 136x,2016-11-01,tribromomethoxybenzene,6454564,1.3049908650639445e-13,4.3499695502131486e-13,1.3049908650639445e-13,left
HOV 122z,2016-11-01,"1,2,3,5-tetrabromo-4-(2,4,6-tribromophenoxy)benzene",10930591,2.491349480968858e-14,8.304498269896194e-14,2.491349480968858e-14,left
ALN 138x,2016-11-01,"1,2,3,5-tetrabromo-4-(2,4,6-tribromophenoxy)benzene",10930591,2.491349480968858e-14,8.304498269896194e-14,2.491349480968858e-14,left
ALN 125x,2016-11-01,"1,2,3,5-tetrabromo-4-(2,4,6-tribromophenoxy)benzene",10930591,2.491349480968858e-14,8.304498269896194e-14,2.491349480968858e-14,left
ALN 136x,2016-11-01,"1,2,3,5-tetrabromo-4-(2,4,6-tribromophenoxy)benzene",10930591,2.491349480968858e-14,8.304498269896194e-14,2.491349480968858e-14,left
HOV 122z,2016-11-01,"1,2,3,4,5-pentabromo-6-[2-(2,3,4,5,6-pentabromophenyl)ethyl]benzene",10985889,1.0002855230642503e-10,NA,NA,none
ALN 138x,2016-11-01,"1,2,3,4,5-pentabromo-6-[2-(2,3,4,5,6-pentabromophenyl)ethyl]benzene",10985889,6.25969831136738e-11,NA,NA,none
